date;plot;element;type;azimuth;distance;az_rad;x;y;detected;id_cluster_detected;detectable;id_cluster_detectable;stage_saproxylation;age;species;epiphytes;forks;notes;length_1;length_2;length_3;length_4;length_5;length_6;length_7;length_8;total_length;circ_1;circ_2;circ_3;circ_4;circ_5;circ_6;circ_7;circ_8;mean_circ;volume_1;volume_2;volume_3;volume_4;volume_5;volume_6;volume_7;volume_8;total_volume
05/06/2023;07_04;1;log;11;1,4;1,378810109;0,27;1,37;no;;yes;169;1;> 3 years;unidentified;> 80% moss;;;2,36;;;;;;;;2,36;25,5;;;;;;;;25,5;0,017843804;;;;;;;;0,017843804
05/06/2023;07_04;2;log;355;4,9;1,658062789;-0,43;4,88;yes;87;yes;"87; 145";3;> 3 years;Quercus spp.;> 80% moss;;;2,735;;;;;;;;2,735;39,5;;;;;;;;39,5;0,045367412;;;;;;;;0,045367412
05/06/2023;07_04;3;log;354;8,48;1,675516082;-0,89;8,43;yes;43;yes;"42; 43; 49";1;fresh;Corylus avellana;< 30% moss;;;6;;;;;;;;6;30,9;;;;;;;;30,9;0,041000794;;;;;;;;0,041000794
05/06/2023;07_04;4;log;1;15,25;1,553343034;0,27;15,25;yes;"63; 67; 69; 68";yes;"63; 67; 69; 68; 72";1;fresh;Carpinus betulus;< 30% moss;2;;2,07;4;0,65;5;6;;;;17,72;56,95;27;57,6;26,5;28;;;;39,21;0,050072672;0,025029754;0,016941058;0,025616625;0,03377691;;;;0,151437019
05/06/2023;07_04;5;log;359;12,7;1,588249619;-0,22;12,7;yes;"37; 77; 51; 52; 46; 48; 672; 632";yes;"37; 77; 51; 52; 53; 46; 47; 48; 39; 926; 672; 632";1;fresh;Carpinus betulus;;;;11;;;;;;;;11;31,5;;;;;;;;31,5;0,098056037;;;;;;;;0,098056037
05/06/2023;07_04;6;log;6;8,8;1,466076572;0,92;8,75;yes;611;yes;611;1;fresh;Corylus avellana;;;;1;;;;;;;;1;20,2;;;;;;;;20,2;0,003389138;;;;;;;;0,003389138
05/06/2023;07_04;7;log;0;9,12;1,570796327;0;9,12;yes;35;yes;"54; 35; 41";1;fresh;Corylus avellana;;;;5;;;;;;;;5;22,5;;;;;;;;22,5;0,020805212;;;;;;;;0,020805212
05/06/2023;07_04;8;log;15;10,63;1,308996939;2,75;10,27;no;;no;;6;> 3 years;unidentified;> 80% moss;;très dégradé;1,5;;;;;;;;1,5;52,65;;;;;;;;52,65;0,031042734;;;;;;;;0,031042734
05/06/2023;07_04;9;log;45;13,12;0,785398163;9,28;9,28;no;;yes;469;2;≤ 3 years;Corylus avellana;;;;3;;;;;;;;3;21,5;;;;;;;;21,5;0,010768423;;;;;;;;0,010768423
05/06/2023;07_04;10;log;75;13,92;0,261799388;13,45;3,6;no;;yes;470;2;≤ 3 years;Corylus avellana;;;;6;;;;;;;;6;23,4;;;;;;;;23,4;0,028647704;;;;;;;;0,028647704
05/06/2023;07_04;11;log;75;14,06;0,261799388;13,58;3,64;no;;no;;4;> 3 years;Corylus avellana;;;groupé avec 10;2,44;;;;;;;;2,44;22,6;;;;;;;;22,6;0,010447039;;;;;;;;0,010447039
05/06/2023;07_04;12;log;75;14,1;0,261799388;13,62;3,65;no;;no;;3;> 3 years;Corylus avellana;;;groupé avec 10;4,5;;;;;;;;4,5;23,85;;;;;;;;23,85;0,019857272;;;;;;;;0,019857272
05/06/2023;07_04;13;log;75;14,15;0,261799388;13,67;3,66;no;;no;;4;> 3 years;Corylus avellana;;;groupé avec 10;5,65;;;;;;;;5,65;22,7;;;;;;;;22,7;0,022163546;;;;;;;;0,022163546
05/06/2023;07_04;14;log;75;14,2;0,261799388;13,72;3,68;no;;no;;5;> 3 years;Corylus avellana;;;groupé avec 10;2,46;;;;;;;;2,46;26,2;;;;;;;;26,2;0,013058657;;;;;;;;0,013058657
05/06/2023;07_04;15;log;83;16,07;0,122173048;15,95;1,96;no;;no;;1;≤ 3 years;Prunus avium;;;sous un tas de feuilles;1,08;;;;;;;;1,08;22,4;;;;;;;;22,4;0,004650355;;;;;;;;0,004650355
05/06/2023;07_04;16;log;294;13,4;2,722713633;-12,24;5,45;yes;"765; 1078";yes;"765; 1078";1;≤ 3 years;Acer spp.;;;;4;;;;;;;;4;21,1;;;;;;;;21,1;0,01571423;;;;;;;;0,01571423
05/06/2023;07_04;17;log;291;12,93;2,775073511;-12,07;4,63;no;;no;;1;≤ 3 years;Acer spp.;;;;3;;;;;;;;3;22;;;;;;;;22;0,013081939;;;;;;;;0,013081939
05/06/2023;07_04;18;log;290;9;2,792526803;-8,46;3,08;no;;no;;4;> 3 years;Sorbus aucuparia;> 80% moss;;;6;;;;;;;;6;31,4;;;;;;;;31,4;0,045347594;;;;;;;;0,045347594
05/06/2023;07_04;19;branches;330;13,54;2,094395102;-6,77;11,73;no;;yes;55;1;fresh;Quercus spp.;;;décollé du sol, branches verticales;2,7;2;;;;;;;4,7;37,6;25,4;;;;;;;31,5;0,027624147;0,010337803;;;;;;;0,03796195
05/06/2023;07_04;20;log;311;17,7;2,42600766;-13,36;11,61;no;;yes;292;1;≤ 3 years;Quercus spp.;;1;;2,53;;;;;;;;2,53;24,1;;;;;;;;24,1;0,012354982;;;;;;;;0,012354982
05/06/2023;07_04;21;log;314;17,1;2,373647783;-12,3;11,88;no;;yes;5;1;≤ 3 years;Quercus spp.;;;;2;;;;;;;;2;24;;;;;;;;24;0,008968381;;;;;;;;0,008968381
12/06/2023;BM01;1;log;8;12,99;1,431169987;1,81;12,86;yes;1247;yes;"1247; 1253";2;> 3 years;Sorbus aucuparia;< 30% moss;;;4;;;;;;;;4;23,6;;;;;;;;23,6;0,018905631;;;;;;;;0,018905631
12/06/2023;BM01;2;log;20;18;1,221730476;6,16;16,91;yes;"1226; 1242";yes;"1226; 1238; 1242";3;> 3 years;Quercus spp.;;;;3;;;;;;;;3;31,5;;;;;;;;31,5;0,020074399;;;;;;;;0,020074399
12/06/2023;BM01;3;log;19;13,02;1,239183769;4,24;12,31;no;;yes;1455;3;> 3 years;Quercus spp.;< 30% moss;;;1,26;;;;;;;;1,26;21,15;;;;;;;;21,15;0,004881348;;;;;;;;0,004881348
12/06/2023;BM01;4;log;22;15,38;1,186823891;5,76;14,26;yes;1187;yes;"1187; 1133";3;> 3 years;Quercus spp.;;;;2,89;;;;;;;;2,89;30,5;;;;;;;;30,5;0,021200966;;;;;;;;0,021200966
12/06/2023;BM01;5;log;55;17,77;0,610865238;14,56;10,19;yes;1449;yes;"833; 1449";3;> 3 years;Quercus spp.;< 30% moss;1;;1,13;1,36;;;;;;;2,49;27;22,5;;;;;;;24,75;0,006780154;0,006112601;;;;;;;0,012892755
12/06/2023;BM01;6;log;32;16,38;1,012290966;8,68;13,89;no;;no;;3;> 3 years;unidentified;< 30% moss;;;1,5;;;;;;;;1,5;23,15;;;;;;;;23,15;0,006026428;;;;;;;;0,006026428
12/06/2023;BM01;7;log;58;12,31;0,558505361;10,44;6,52;no;;no;;3;> 3 years;unidentified;between 30% and 80% moss;1;;1,7;1,26;;;;;;;2,96;28,5;22,6;;;;;;;25,55;0,01221924;0,005074987;;;;;;;0,017294227
12/06/2023;BM01;8;log;44;16,2;0,802851456;11,25;11,65;no;;yes;772;3;> 3 years;unidentified;;;;1,08;;;;;;;;1,08;32,35;;;;;;;;32,35;0,010508815;;;;;;;;0,010508815
12/06/2023;BM01;9;log;40;16,83;0,872664626;10,82;12,89;yes;1301;yes;1301;3;> 3 years;unidentified;;;;1,385;;;;;;;;1,385;25,4;;;;;;;;25,4;0,007327428;;;;;;;;0,007327428
12/06/2023;BM01;10;log;125;20,85;5,672320069;17,08;-11,96;yes;1501;yes;1501;2;≤ 3 years;unidentified;;;caché;5;;;;;;;;5;27,5;;;;;;;;27,5;0,026601184;;;;;;;;0,026601184
12/06/2023;BM01;11;log;94;10,96;6,213372137;10,93;-0,76;no;;yes;27;2;≤ 3 years;unidentified;between 30% and 80% moss;;;1;;;;;;;;1;23,5;;;;;;;;23,5;0,003689742;;;;;;;;0,003689742
12/06/2023;BM01;12;log;285;7,56;2,879793266;-7,3;1,96;no;;yes;"503; 747; 698";2;> 3 years;unidentified;;;cuber houppier diamètre base = 77cm, distance entre base et souche 10,5m;10,5;1,5;3,5;;;;;;15,5;146,1;25,05;21,75;;;;;;64,3;1,660044904;0,007615551;0,015565035;;;;;;1,68322549
12/06/2023;BM01;13;log;255;10,05;3,403392041;-9,71;-2,6;no;;yes;747;3;> 3 years;unidentified;;;;7;;;;;;;;7;26,25;;;;;;;;26,25;0,047026506;;;;;;;;0,047026506
12/06/2023;BM01;14;tree;227;8,67;3,892084232;-6,34;-5,91;yes;702;yes;702;1;fresh;Sorbus aucuparia;;;pas mesurable, sous des ronces et branches;1,3;;;;;;;;1,3;57,3;;;;;;;;57,3;0,034454191;;;;;;;;0,034454191
12/06/2023;BM01;15;log;311;15,94;2,42600766;-12,03;10,46;no;;no;;4;> 3 years;Sorbus aucuparia;;;;3,93;;;;;;;;3,93;39;;;;;;;;39;0,044915938;;;;;;;;0,044915938
12/06/2023;BM01;16;log;330;17,06;2,094395102;-8,53;14,77;yes;1459;yes;1459;4;> 3 years;unidentified;between 30% and 80% moss;;;2,6;;;;;;;;2,6;23;;;;;;;;23;0,012170377;;;;;;;;0,012170377
13/06/2023;BM02;1;log;19;4,57;1,239183769;1,49;4,32;yes;"1372; 1633";yes;"1372; 1633";2;> 3 years;Quercus spp.;between 30% and 80% moss;;;2;;;;;;;;2;22,7;;;;;;;;22,7;0,009382542;;;;;;;;0,009382542
13/06/2023;BM02;2;log;24;8,42;1,151917306;3,42;7,69;yes;"1363; 1";yes;"1363; 1532; 1";2;> 3 years;Quercus spp.;between 30% and 80% moss;1;;5,85;;;;;;;;5,85;28,85;;;;;;;;28,85;0,033486305;;;;;;;;0,033486305
13/06/2023;BM02;3;log;55;4,34;0,610865238;3,56;2,49;no;;yes;137;4;> 3 years;unidentified;between 30% and 80% moss;;sous la litière;1,58;;;;;;;;1,58;32,5;;;;;;;;32,5;0,012183163;;;;;;;;0,012183163
13/06/2023;BM02;4;log;116;12,18;5,829399702;10,95;-5,34;yes;227;yes;227;1;fresh;unidentified;;;attaché à un arbre vivant;3;;;;;;;;3;22,8;;;;;;;;22,8;0,012003837;;;;;;;;0,012003837
13/06/2023;BM02;5;log;161;14,6;5,044001538;4,75;-13,8;no;;yes;1664;1;≤ 3 years;unidentified;< 30% moss;;;1,19;;;;;;;;1,19;21,6;;;;;;;;21,6;0,004173038;;;;;;;;0,004173038
13/06/2023;BM02;6;log;169;15,04;4,904375198;2,87;-14,76;no;;no;;3;> 3 years;unidentified;< 30% moss;;;2,83;;;;;;;;2,83;32;;;;;;;;32;0,023241679;;;;;;;;0,023241679
13/06/2023;BM02;7;log;172;14,71;4,852015321;2,05;-14,57;yes;"1119; 1120";yes;"1119; 1120";2;> 3 years;unidentified;between 30% and 80% moss;;;3,63;;;;;;;;3,63;45,9;;;;;;;;45,9;0,057949434;;;;;;;;0,057949434
13/06/2023;BM02;8;log;176;15,5;4,78220215;1,08;-15,46;yes;1599;yes;"1598; 1599";3;> 3 years;unidentified;;;brisé en deux;1,5;;;;;;;;1,5;92,65;;;;;;;;92,65;0,103935963;;;;;;;;0,103935963
13/06/2023;BM02;9;log;180;16,12;4,71238898;0;-16,12;no;;yes;"1038; 1033; 1035; 1009";1;≤ 3 years;Quercus spp.;;;;1,47;1,95;4,9;;;;;;8,32;91,85;44,5;63,6;;;;;;66,65;0,110675883;0,027614576;0,163927005;;;;;;0,302217464
13/06/2023;BM02;10;log;120;10,45;5,759586532;9,05;-5,23;yes;"270; 274";yes;"270; 273; 274; 275";4;> 3 years;unidentified;< 30% moss;;;3,36;;;;;;;;3,36;26,15;;;;;;;;26,15;0,01867459;;;;;;;;0,01867459
13/06/2023;BM02;11;log;208;9,76;4,22369679;-4,58;-8,62;no;;yes;959;2;≤ 3 years;unidentified;< 30% moss;;;3;;;;;;;;3;24;;;;;;;;24;0,012334986;;;;;;;;0,012334986
13/06/2023;BM02;12;log;195;14,99;4,450589593;-3,88;-14,48;yes;1699;yes;"1639; 1699";3;> 3 years;unidentified;;;;3;;;;;;;;3;29,8;;;;;;;;29,8;0,020070168;;;;;;;;0,020070168
13/06/2023;BM02;13;log;214;11,96;4,118977035;-6,69;-9,92;yes;1020;yes;"980; 981; 1020";4;> 3 years;unidentified;;;recouvert de feuilles;2,97;;;;;;;;2,97;30,6;;;;;;;;30,6;0,018793914;;;;;;;;0,018793914
13/06/2023;BM03;1;log;330;2,85;2,094395102;-1,43;2,47;yes;"40; 41";yes;"39; 40; 41";3;≤ 3 years;Corylus avellana;;;;3,44;;;;;;;;3,44;26,2;;;;;;;;26,2;0,02287858;;;;;;;;0,02287858
13/06/2023;BM03;2;log;82;2,85;0,13962634;2,82;0,4;yes;"88; 402";yes;"86; 88; 402";5;> 3 years;unidentified;;;très dégradé;7;;;;;;;;7;24,35;;;;;;;;24,35;0,044091808;;;;;;;;0,044091808
13/06/2023;BM03;3;log;40;5,78;0,872664626;3,72;4,43;yes;66;yes;66;4;> 3 years;unidentified;between 30% and 80% moss;1;recouvert partiellement;3,15;;;;;;;;3,15;21,15;;;;;;;;21,15;0,019318346;;;;;;;;0,019318346
13/06/2023;BM03;4;log;89;4,3;0,017453293;4,3;0,08;yes;"80; 82; 74";yes;"80; 82; 74";2;≤ 3 years;unidentified;;1;;5,34;0,33;1;;;;;;6,67;41,6;23;22,5;;;;;;29,03333333;0,072416675;0,001420697;0,00383696;;;;;;0,077674332
13/06/2023;BM03;5;log;110;14,85;5,934119457;13,95;-5,08;yes;152;yes;152;3;> 3 years;Quercus spp.;> 80% moss;;;2;;;;;;;;2;34,6;;;;;;;;34,6;0,019436201;;;;;;;;0,019436201
13/06/2023;BM03;6;log;111;13,1;5,916666164;12,23;-4,69;yes;152;yes;"152; 243";3;> 3 years;Quercus spp.;> 80% moss;;groupé avec 5;1,5;;;;;;;;1,5;25,2;;;;;;;;25,2;0,0068819;;;;;;;;0,0068819
13/06/2023;BM03;7;log;113;11,96;5,881759579;11,01;-4,67;yes;157;yes;157;3;> 3 years;Quercus spp.;> 80% moss;;groupé avec 5;1,85;;;;;;;;1,85;23,5;;;;;;;;23,5;0,009839811;;;;;;;;0,009839811
13/06/2023;BM03;8;log;111;13,52;5,916666164;12,62;-4,85;yes;152;yes;152;3;> 3 years;Quercus spp.;> 80% moss;;groupé avec 5, présence d'un dernier billon semblable mais non mesurable car sous le tas de bois;1,7;;;;;;;;1,7;27,05;;;;;;;;27,05;0,009838537;;;;;;;;0,009838537
13/06/2023;BM03;9;log;201;10,31;4,345869837;-3,69;-9,63;yes;"374; 375; 306; 307; 308; 309; 325; 336";yes;"374; 375; 306; 307; 308; 309; 325; 336";3;> 3 years;Sorbus aucuparia;;;;8,63;;;;;;;;8,63;37,4;;;;;;;;37,4;0,123114637;;;;;;;;0,123114637
13/06/2023;BM03;10;branches;214;15,95;4,118977035;-8,92;-13,22;yes;"305; 255";yes;"286; 305; 255";1;≤ 3 years;Quercus spp.;> 80% moss;2;;1,5;0,4;5;3,23;3,2;;;;13,33;77,3;43,35;63,2;29,8;177,6;;;;78,25;0,071922066;0,00606114;0,146202304;0,021809612;0,32993815;;;;0,575933272
13/06/2023;BM03;11;log;39;16,79;0,890117919;10,57;13,05;no;;no;;3;> 3 years;Quercus spp.;;;;2,7;;;;;;;;2,7;31,45;;;;;;;;31,45;0,021560267;;;;;;;;0,021560267
13/06/2023;BM03;12;log;28;15,29;1,082104136;7,18;13,5;no;;no;;2;≤ 3 years;Quercus spp.;;;;1,22;;;;;;;;1,22;27,05;;;;;;;;27,05;0,007628895;;;;;;;;0,007628895
13/06/2023;BM03;13;log;43;16,47;0,820304748;11,23;12,05;no;;no;;2;> 3 years;unidentified;;;;3,23;;;;;;;;3,23;26,5;;;;;;;;26,5;0,016908402;;;;;;;;0,016908402
13/06/2023;BM03;14;log;70;12,3;0,34906585;11,56;4,21;no;;yes;"109; 487";3;≤ 3 years;Sorbus aucuparia;;;;5,43;;;;;;;;5,43;29,05;;;;;;;;29,05;0,040958745;;;;;;;;0,040958745
13/06/2023;BM03;15;log;270;15,56;3,141592654;-15,56;0;yes;"14; 15; 16; 17";yes;"14; 15; 16; 17; 35";3;> 3 years;Sorbus aucuparia;;;;8,66;;;;;;;;8,66;41,6;;;;;;;;41,6;0,131639989;;;;;;;;0,131639989
13/06/2023;BM03;16;log;284;9,71;2,897246558;-9,42;2,35;yes;"638; 542";yes;"638; 542";3;> 3 years;Sorbus aucuparia;;;;1,56;;;;;;;;1,56;26,2;;;;;;;;26,2;0,007854615;;;;;;;;0,007854615
13/06/2023;BM03;17;log;280;10,61;2,967059728;-10,45;1,84;yes;179;yes;"179; 637";3;> 3 years;Sorbus aucuparia;;;;3,4;;;;;;;;3,4;22,8;;;;;;;;22,8;0,013949437;;;;;;;;0,013949437
13/06/2023;BM03;18;log;270;12,44;3,141592654;-12,44;0;yes;13;yes;"9; 13";3;> 3 years;Sorbus aucuparia;;;;2,97;;;;;;;;2,97;26,5;;;;;;;;26,5;0,016643241;;;;;;;;0,016643241
13/06/2023;BM03;19;log;290;13,07;2,792526803;-12,28;4,47;no;;yes;"19; 682";3;> 3 years;Sorbus aucuparia;;;;3;;;;;;;;3;22;;;;;;;;22;0,011460854;;;;;;;;0,011460854
13/06/2023;BM03;20;log;352;15,3;1,710422667;-2,13;15,15;yes;"627; 697; 577; 695; 581";yes;"627; 629; 697; 606; 577; 695; 581";3;> 3 years;Sorbus aucuparia;;1;;5,38;0,26;2;;;;;;7,64;42,4;32,1;25,2;;;;;;33,23333333;0,083055711;0,002137733;0,008340913;;;;;;0,093534357
14/06/2023;BM04;1;log;20;15,82;1,221730476;5,41;14,87;no;;yes;"605; 618";3;> 3 years;Quercus spp.;< 30% moss;;;1,5;;;;;;;;1,5;24,5;;;;;;;;24,5;0,00738845;;;;;;;;0,00738845
14/06/2023;BM04;2;log;20;17,9;1,221730476;6,12;16,82;no;;yes;"468; 598";4;> 3 years;Quercus spp.;< 30% moss;;;1,5;;;;;;;;1,5;30,4;;;;;;;;30,4;0,009169274;;;;;;;;0,009169274
14/06/2023;BM04;3;log;29;15,64;1,064650844;7,58;13,68;yes;"539; 554";yes;"539; 554";3;> 3 years;Quercus spp.;< 30% moss;;;5,5;;;;;;;;5,5;46,35;;;;;;;;46,35;0,076717656;;;;;;;;0,076717656
14/06/2023;BM04;4;log;31;19,27;1,029744259;9,92;16,52;yes;531;yes;"592; 531";4;> 3 years;Sorbus aucuparia;< 30% moss;1;en majorité dans la placette;4,6;1,5;;;;;;;6,1;43,5;21,25;;;;;;;32,375;0,070597523;0,006100794;;;;;;;0,076698317
14/06/2023;BM04;5;log;39;13,87;0,890117919;8,73;10,78;yes;535;yes;535;4;> 3 years;Sorbus aucuparia;;;;2,68;;;;;;;;2,68;24,35;;;;;;;;24,35;0,014654921;;;;;;;;0,014654921
14/06/2023;BM04;6;log;50;13,87;0,698131701;10,63;8,92;yes;"617; 305";yes;"617; 305";4;> 3 years;unidentified;;1;;0,22;1;1,33;;;;;;2,55;44;28,3;20,4;;;;;;30,9;0,003412525;0,007203008;0,005501899;;;;;;0,016117432
14/06/2023;BM04;7;log;40;3,64;0,872664626;2,34;2,79;no;;yes;"547; 563";3;> 3 years;unidentified;> 80% moss;;à moitié sous la litière;5;;;;;;;;5;29,05;;;;;;;;29,05;0,028586827;;;;;;;;0,028586827
14/06/2023;BM04;8;log;62;14,85;0,488692191;13,11;6,97;no;;no;;2;≤ 3 years;unidentified;;;;1,18;;;;;;;;1,18;22,7;;;;;;;;22,7;0,005088858;;;;;;;;0,005088858
